rental_id,rental_duration_days,is_late,late_days,date_key,customer_key,film_key,store_key,staff_key
8326,3,0,0,20050729,298,22,1,2
13964,1,0,0,20050820,415,22,1,2
2923,1,0,0,20050620,299,22,1,1
6452,2,0,0,20050712,397,22,1,1
7202,7,1,1,20050727,10,22,1,1
14346,2,0,0,20050821,429,22,1,2
1987,6,0,0,20050617,543,22,1,1
5106,4,0,0,20050709,360,22,1,1
10317,4,0,0,20050801,559,22,1,2
15221,2,0,0,20050822,290,22,1,2
7829,7,1,1,20050728,496,22,1,1
13201,5,0,0,20050819,237,22,1,1
1364,1,0,0,20050615,554,23,1,1
4818,5,1,2,20050708,33,23,1,1
7837,1,0,0,20050728,63,23,1,1
14026,2,0,0,20050820,234,23,1,2
1726,8,1,5,20050616,173,23,1,2
4361,5,1,2,20050707,343,23,1,1
7921,4,1,1,20050728,432,23,1,2
2249,8,1,5,20050618,296,23,1,2
3485,3,0,0,20050705,580,23,1,1
10866,5,1,2,20050802,112,23,1,1
13665,7,1,4,20050820,570,23,1,1
3021,8,1,2,20050620,572,24,1,2
5918,9,1,3,20050710,287,24,1,1
7444,0,0,0,20050727,288,24,1,1
13221,7,1,1,20050819,191,24,1,1
9438,7,1,1,20050730,551,24,1,2
15249,7,1,1,20050822,154,24,1,1
2985,1,0,0,20050620,128,24,1,2
5243,6,0,0,20050709,322,24,1,1
9980,7,1,1,20050731,182,24,1,2
14442,2,0,0,20050821,387,24,1,2
1705,2,0,0,20050616,123,24,1,2
3737,7,1,1,20050706,235,24,1,1
10042,5,0,0,20050731,522,24,1,1
13387,4,0,0,20050819,562,24,1,1
3823,2,0,0,20050706,141,25,1,1
7603,1,0,0,20050727,542,25,1,1
15763,1,0,0,20050823,561,25,1,2
2556,4,1,1,20050619,255,25,1,1
3915,3,0,0,20050706,283,25,1,1
10287,4,1,1,20050801,274,25,1,2
14235,8,1,5,20050821,420,25,1,1
653,6,1,3,20050528,508,25,1,2
2859,0,0,0,20050619,303,25,1,1
6159,2,0,0,20050711,182,25,1,2
9763,7,1,4,20050731,437,25,1,1
15784,6,1,3,20050823,343,25,1,2
8951,9,1,6,20050730,224,25,1,2
12252,7,1,4,20050818,451,25,1,2
699,6,1,3,20050529,53,26,1,2
3105,0,0,0,20050620,300,26,1,2
5756,1,0,0,20050710,52,26,1,2
11426,6,1,3,20050802,414,26,1,2
12341,2,0,0,20050818,128,26,1,1
239,6,1,3,20050526,458,26,1,2
3382,8,1,5,20050621,361,26,1,2
5859,1,0,0,20050710,502,26,1,1
8773,0,0,0,20050729,178,26,1,1
15188,7,1,4,20050822,263,26,1,1
1861,8,1,1,20050617,345,27,1,1
6813,3,0,0,20050712,280,27,1,1
10249,5,0,0,20050801,142,27,1,1
13450,4,0,0,20050820,487,27,1,1
4267,3,0,0,20050707,74,27,1,1
9814,8,1,1,20050731,284,27,1,1
12125,7,0,0,20050817,305,27,1,2
8718,3,0,0,20050729,310,27,1,2
11854,9,1,2,20050817,89,27,1,1
1751,0,0,0,20050616,236,27,1,2
5440,2,0,0,20050709,29,27,1,2
10466,4,0,0,20050801,574,27,1,1
13165,2,0,0,20050819,177,27,1,2
91,7,1,2,20050525,103,28,1,1
1892,2,0,0,20050617,342,28,1,1
5842,4,0,0,20050710,323,28,1,1
9120,9,1,4,20050730,244,28,1,1
14251,5,0,0,20050821,318,28,1,2
642,4,0,0,20050528,378,28,1,2
2717,3,0,0,20050619,523,28,1,1
4739,3,0,0,20050708,83,28,1,1
8359,6,1,1,20050729,288,28,1,1
15385,3,0,0,20050822,405,28,1,2
355,4,0,0,20050527,233,28,1,2
2121,5,0,0,20050617,325,28,1,2
6429,9,1,4,20050712,44,28,1,1
10156,1,0,0,20050731,435,28,1,2
15013,1,0,0,20050822,274,28,1,2
1123,2,0,0,20050531,167,29,1,2
1189,9,1,4,20050615,403,29,1,1
5785,7,1,2,20050710,90,29,1,2
9706,5,0,0,20050731,237,29,1,1
13994,4,0,0,20050820,136,29,1,1
1134,1,0,0,20050531,446,29,1,2
2838,6,1,1,20050619,533,29,1,1
3881,3,0,0,20050706,460,29,1,2
7128,5,0,0,20050727,188,29,1,1
14123,2,0,0,20050821,486,29,1,1
1710,6,1,2,20050616,40,30,1,1
3860,3,0,0,20050706,131,30,1,1
10556,1,0,0,20050801,197,30,1,2
12061,4,0,0,20050817,586,30,1,1
393,0,0,0,20050527,168,30,1,2
1564,8,1,4,20050616,337,30,1,1
3895,8,1,4,20050706,165,30,1,2
11236,6,1,2,20050802,556,30,1,2
14844,9,1,5,20050822,357,30,1,1
21,0,0,0,20050525,397,31,1,2
1780,2,0,0,20050616,69,31,1,2
3573,1,0,0,20050706,486,31,1,1
9157,5,0,0,20050730,466,31,1,2
15331,3,0,0,20050822,303,31,1,1
1694,3,0,0,20050616,586,31,1,2
5821,4,0,0,20050710,117,31,1,1
9420,6,1,1,20050730,407,31,1,2
12804,9,1,4,20050819,293,31,1,2
5083,1,0,0,20050709,147,31,1,1
11167,6,1,1,20050802,328,31,1,1
12896,5,0,0,20050819,502,31,1,1
5134,6,1,1,20050709,150,31,1,1
7053,3,0,0,20050727,483,31,1,1
15825,5,0,0,20050823,442,31,1,2
8648,2,0,0,20050729,381,35,1,2
15367,4,0,0,20050822,289,35,1,2
1574,6,1,2,20050616,544,35,1,2
5205,3,0,0,20050709,284,35,1,1
9394,7,1,3,20050730,522,35,1,1
15324,6,1,2,20050822,130,35,1,1
5754,2,0,0,20050710,570,35,1,2
7848,7,1,3,20050728,193,35,1,2
11527,5,1,1,20050817,275,35,1,1
1582,5,1,1,20050616,476,35,1,1
5739,9,1,5,20050710,21,35,1,1
10051,5,1,1,20050731,56,35,1,1
13523,8,1,4,20050820,414,35,1,1
11462,7,1,4,20050802,215,37,1,1
12558,7,1,4,20050818,177,37,1,2
1993,5,1,2,20050617,308,37,1,2
5780,4,1,1,20050710,67,37,1,2
10829,7,1,4,20050801,223,37,1,2
12893,1,0,0,20050819,380,37,1,2
10873,4,1,1,20050802,248,37,1,2
14494,1,0,0,20050821,496,37,1,2
6897,2,0,0,20050712,517,37,1,1
9830,5,1,2,20050731,564,37,1,1
15563,0,0,0,20050823,249,37,1,1
6643,6,1,1,20050712,473,39,1,1
7359,4,0,0,20050727,52,39,1,2
12233,4,0,0,20050818,76,39,1,2
7358,1,0,0,20050727,477,39,1,1
12908,6,1,1,20050819,588,39,1,1
1639,8,1,3,20050616,251,39,1,1
4146,4,0,0,20050707,239,39,1,1
7746,7,1,2,20050728,277,39,1,1
13583,6,1,1,20050820,56,39,1,1
3128,4,0,0,20050620,349,43,1,2
6188,3,0,0,20050711,166,43,1,1
11239,1,0,0,20050802,580,43,1,1
11561,6,0,0,20050817,549,43,1,2
196,1,0,0,20050526,363,43,1,1
2695,5,0,0,20050619,184,43,1,2
3638,7,1,1,20050706,531,43,1,1
9972,1,0,0,20050731,248,43,1,2
11537,1,0,0,20050817,362,43,1,2
4154,6,0,0,20050707,97,43,1,2
10758,8,1,2,20050801,409,43,1,1
12969,6,0,0,20050819,205,43,1,2
5564,6,1,1,20050710,289,44,1,2
9066,2,0,0,20050730,315,44,1,1
15445,4,0,0,20050823,212,44,1,1
2308,3,0,0,20050618,298,44,1,2
6784,3,0,0,20050712,321,44,1,1
6950,4,0,0,20050726,302,44,1,2
14181,8,1,3,20050821,593,44,1,2
2582,7,1,2,20050619,103,45,1,2
6642,1,0,0,20050712,2,45,1,1
10459,2,0,0,20050801,527,45,1,1
14747,4,0,0,20050821,243,45,1,2
2790,1,0,0,20050619,354,45,1,1
4998,1,0,0,20050709,183,45,1,2
7636,6,1,1,20050728,557,45,1,1
14036,2,0,0,20050820,355,45,1,1
4033,8,1,3,20050707,582,45,1,1
9707,8,1,3,20050731,453,45,1,1
11571,0,0,0,20050817,218,45,1,1
2617,8,1,3,20050619,89,45,1,1
3583,8,1,3,20050706,273,45,1,2
11311,1,0,0,20050802,83,45,1,1
12814,2,0,0,20050819,347,45,1,1
124,4,1,1,20050525,53,48,1,2
3235,1,0,0,20050621,458,48,1,1
4155,6,1,3,20050707,411,48,1,2
8851,6,1,3,20050729,13,48,1,2
14412,7,1,4,20050821,195,48,1,1
1118,3,0,0,20050531,434,48,1,1
2739,7,1,4,20050619,548,48,1,2
3561,8,1,5,20050706,234,48,1,2
7233,4,1,1,20050727,477,48,1,1
11818,8,1,5,20050817,537,48,1,2
2567,0,0,0,20050619,110,49,1,2
5479,3,0,0,20050709,375,49,1,1
8785,0,0,0,20050729,504,49,1,1
12093,4,0,0,20050817,274,49,1,1
9038,7,1,1,20050730,131,49,1,1
15834,9,1,3,20050823,93,49,1,1
5198,3,0,0,20050709,455,49,1,1
7479,2,0,0,20050727,405,49,1,1
13280,2,0,0,20050819,256,49,1,2
8687,2,0,0,20050729,197,50,1,1
14408,5,1,2,20050821,558,50,1,1
6820,1,0,0,20050712,18,50,1,1
9322,6,1,3,20050730,267,50,1,2
15921,7,1,4,20050823,406,50,1,2
5151,0,0,0,20050709,68,50,1,2
8723,8,1,5,20050729,62,50,1,1
670,9,1,4,20050528,172,51,1,2
2040,5,0,0,20050617,84,51,1,1
6796,3,0,0,20050712,570,51,1,2
7176,2,0,0,20050727,352,51,1,2
15141,6,1,1,20050822,270,51,1,2
1468,5,0,0,20050615,423,51,1,1
4629,9,1,4,20050708,424,51,1,1
7312,3,0,0,20050727,349,51,1,2
12405,9,1,4,20050818,25,51,1,2
1522,6,1,1,20050616,344,53,1,1
6612,4,0,0,20050712,214,53,1,1
10477,5,0,0,20050801,248,53,1,2
15879,5,0,0,20050823,324,53,1,2
5881,2,0,0,20050710,385,53,1,1
7280,3,0,0,20050727,44,53,1,2
3231,2,0,0,20050621,212,54,1,2
6741,2,0,0,20050712,9,54,1,1
7886,7,1,2,20050728,69,54,1,2
14777,6,1,1,20050821,87,54,1,1
2145,0,0,0,20050617,397,54,1,2
6587,7,1,2,20050712,209,54,1,2
7167,6,1,1,20050727,419,54,1,1
13490,1,0,0,20050820,371,54,1,2
67,2,0,0,20050525,153,54,1,2
1218,6,1,1,20050615,396,54,1,2
4643,2,0,0,20050708,75,54,1,2
11093,8,1,3,20050802,529,54,1,1
13370,6,1,1,20050819,455,54,1,1
728,5,0,0,20050529,36,55,1,1
1215,4,0,0,20050615,262,55,1,1
5102,7,1,1,20050709,211,55,1,2
11351,7,1,1,20050802,369,55,1,1
12471,8,1,2,20050818,455,55,1,2
2158,1,0,0,20050617,14,55,1,2
6498,7,1,1,20050712,445,55,1,1
7428,8,1,2,20050727,106,55,1,2
15920,3,0,0,20050823,548,55,1,1
1494,3,0,0,20050615,327,55,1,1
5627,7,1,1,20050710,202,55,1,2
10683,3,0,0,20050801,53,55,1,1
13460,8,1,2,20050820,74,55,1,2
773,9,1,3,20050529,424,55,1,1
3221,4,0,0,20050621,345,55,1,1
5301,7,1,1,20050709,257,55,1,2
9806,3,0,0,20050731,443,55,1,1
16001,3,0,0,20050823,332,55,1,1
3309,7,1,1,20050621,72,56,1,2
4710,4,0,0,20050708,28,56,1,2
10089,0,0,0,20050731,441,56,1,2
15689,6,0,0,20050823,200,56,1,1
300,9,1,3,20050526,50,56,1,2
2189,6,0,0,20050618,245,56,1,1
4982,6,0,0,20050709,159,56,1,1
9752,2,0,0,20050731,587,56,1,1
15022,8,1,2,20050822,248,56,1,2
7272,2,0,0,20050727,329,56,1,2
11666,2,0,0,20050817,288,56,1,2
1199,1,0,0,20050615,228,57,1,2
4086,4,0,0,20050707,147,57,1,2
7702,2,0,0,20050728,402,57,1,1
13787,6,1,2,20050820,394,57,1,2
7194,4,0,0,20050727,510,57,1,1
15910,1,0,0,20050823,460,57,1,2
8192,1,0,0,20050728,92,57,1,1
11878,4,0,0,20050817,482,57,1,1
6069,1,0,0,20050711,598,57,1,1
9047,8,1,4,20050730,406,57,1,2
11775,4,0,0,20050817,273,57,1,2
5595,5,1,1,20050710,414,59,1,1
11000,4,0,0,20050802,141,59,1,2
15086,7,1,3,20050822,147,59,1,2
2410,1,0,0,20050618,8,59,1,2
6064,7,1,3,20050711,180,59,1,1
10024,8,1,4,20050731,105,59,1,1
12274,9,1,5,20050818,50,59,1,1
527,5,1,1,20050528,108,59,1,1
1549,2,0,0,20050616,3,59,1,1
6374,5,1,1,20050711,403,59,1,2
9868,1,0,0,20050731,114,59,1,2
15739,6,1,2,20050823,56,59,1,2
1544,1,0,0,20050616,163,60,1,2
3668,4,1,1,20050706,131,60,1,1
8227,2,0,0,20050729,192,60,1,1
12257,6,1,3,20050818,137,60,1,2
613,5,1,2,20050528,98,60,1,1
1583,1,0,0,20050616,107,60,1,1
5872,8,1,5,20050710,329,60,1,1
8377,0,0,0,20050729,491,60,1,2
15290,9,1,6,20050822,294,60,1,2
9425,5,1,2,20050730,436,60,1,1
14867,3,0,0,20050822,166,60,1,2
1658,4,0,0,20050616,579,61,1,2
4946,7,1,2,20050708,194,61,1,1
8927,1,0,0,20050730,189,61,1,1
11815,5,0,0,20050817,196,61,1,2
742,7,1,2,20050529,511,61,1,1
1711,8,1,3,20050616,309,61,1,1
4122,7,1,2,20050707,206,61,1,1
7127,4,0,0,20050727,318,61,1,2
13816,4,0,0,20050820,398,61,1,1
4023,1,0,0,20050707,305,61,1,2
10402,3,0,0,20050801,74,61,1,1
12338,1,0,0,20050818,483,61,1,2
6798,6,1,1,20050712,339,61,1,2
9119,3,0,0,20050730,544,61,1,1
13348,2,0,0,20050819,460,61,1,1
614,6,0,0,20050528,37,63,1,2
1633,1,0,0,20050616,356,63,1,1
5165,4,0,0,20050709,28,63,1,1
8964,7,1,1,20050730,112,63,1,2
15337,4,0,0,20050822,475,63,1,1
10056,0,0,0,20050731,475,63,1,2
15485,5,0,0,20050823,166,63,1,2
3244,3,0,0,20050621,291,66,1,2
4158,1,0,0,20050707,353,66,1,1
10897,1,0,0,20050802,469,66,1,1
13697,9,1,3,20050820,304,66,1,1
4059,3,0,0,20050707,286,66,1,1
10993,1,0,0,20050802,7,66,1,1
12194,7,1,1,20050818,420,66,1,2
4862,9,1,3,20050708,570,66,1,1
10007,4,0,0,20050731,13,66,1,2
11889,1,0,0,20050817,484,66,1,1
3946,4,0,0,20050706,517,67,1,1
8022,8,1,3,20050728,61,67,1,1
11743,5,0,0,20050817,224,67,1,2
6015,2,0,0,20050711,174,67,1,2
10050,5,0,0,20050731,423,67,1,1
11993,3,0,0,20050817,595,67,1,1
10997,8,1,3,20050802,27,68,1,2
14211,2,0,0,20050821,249,68,1,2
1085,7,1,2,20050531,496,68,1,1
1791,7,1,2,20050616,304,68,1,1
5651,5,0,0,20050710,240,68,1,2
8322,4,0,0,20050729,270,68,1,1
14191,6,1,1,20050821,152,68,1,1
4157,1,0,0,20050707,52,69,1,1
9778,3,0,0,20050731,423,69,1,2
12204,7,1,4,20050818,327,69,1,2
10746,8,1,5,20050801,237,69,1,2
11856,4,1,1,20050817,212,69,1,1
9364,9,1,6,20050730,137,69,1,2
14687,4,1,1,20050821,132,69,1,2
10337,8,1,5,20050801,328,69,1,1
15613,8,1,5,20050823,399,69,1,2
3339,8,1,1,20050621,550,70,1,2
6085,4,0,0,20050711,488,70,1,2
11283,2,0,0,20050802,151,70,1,2
15315,7,0,0,20050822,298,70,1,2
2339,2,0,0,20050618,180,70,1,1
6177,6,0,0,20050711,145,70,1,1
10356,9,1,2,20050801,164,70,1,1
12557,0,0,0,20050818,329,70,1,2
2220,3,0,0,20050618,322,72,1,2
4411,6,0,0,20050707,205,72,1,2
10363,3,0,0,20050801,583,72,1,1
15229,0,0,0,20050822,566,72,1,1
9631,1,0,0,20050731,98,72,1,2
15967,5,0,0,20050823,352,72,1,1
4933,4,0,0,20050708,261,72,1,2
10425,3,0,0,20050801,444,72,1,1
12140,3,0,0,20050817,483,72,1,2
2000,5,0,0,20050617,283,72,1,1
5634,7,1,1,20050710,447,72,1,2
10335,3,0,0,20050801,266,72,1,1
12647,9,1,3,20050818,590,72,1,1
2146,8,1,3,20050617,460,73,1,1
5774,7,1,2,20050710,581,73,1,1
8799,9,1,4,20050729,475,73,1,2
15027,6,1,1,20050822,263,73,1,2
139,3,0,0,20050525,352,73,1,1
3029,5,0,0,20050620,156,73,1,1
5947,8,1,3,20050710,19,73,1,1
8844,7,1,2,20050729,403,73,1,2
11576,1,0,0,20050817,479,73,1,1
5176,8,1,3,20050709,153,73,1,2
10327,6,1,1,20050801,567,73,1,2
14675,4,0,0,20050821,232,73,1,2
7767,8,1,3,20050728,498,73,1,2
12576,4,0,0,20050818,153,73,1,2
11111,3,0,0,20050802,114,74,1,2
11665,5,1,1,20050817,55,74,1,1
9719,4,0,0,20050731,165,74,1,1
14807,4,0,0,20050822,106,74,1,1
7207,5,1,1,20050727,557,74,1,1
12659,6,1,2,20050818,30,74,1,2
3810,5,1,1,20050706,218,76,1,2
11422,8,1,4,20050802,407,76,1,2
12922,4,0,0,20050819,385,76,1,1
2891,5,1,1,20050620,204,76,1,1
3700,1,0,0,20050706,407,76,1,2
8259,3,0,0,20050729,208,76,1,2
13673,5,1,1,20050820,29,76,1,1
8495,7,1,3,20050729,557,76,1,2
12017,4,0,0,20050817,305,76,1,2
5768,4,0,0,20050710,169,77,1,1
9327,9,1,4,20050730,409,77,1,1
14523,1,0,0,20050821,353,77,1,2
6847,8,1,3,20050712,566,77,1,2
7724,7,1,2,20050728,173,77,1,1
15709,4,0,0,20050823,43,77,1,2
10565,0,0,0,20050801,93,77,1,1
14135,6,1,1,20050821,213,77,1,1
8398,3,0,0,20050729,502,77,1,2
13875,0,0,0,20050820,472,77,1,1
3190,7,0,0,20050620,523,78,1,2
5983,4,0,0,20050711,449,78,1,1
10835,8,1,1,20050801,106,78,1,2
11609,7,0,0,20050817,491,78,1,2
1149,7,0,0,20050531,454,78,1,2
2128,6,0,0,20050617,574,78,1,2
6151,0,0,0,20050711,71,78,1,1
8214,9,1,2,20050728,193,78,1,2
13518,4,0,0,20050820,6,78,1,1
771,3,0,0,20050529,71,78,1,2
3167,1,0,0,20050620,79,78,1,2
4230,7,0,0,20050707,387,78,1,1
8200,0,0,0,20050728,258,78,1,1
14911,6,0,0,20050822,341,78,1,1
9175,2,0,0,20050730,344,79,1,1
15023,6,1,1,20050822,218,79,1,1
5880,6,1,1,20050710,324,79,1,1
9809,8,1,3,20050731,367,79,1,2
12606,6,1,1,20050818,569,79,1,1
366,7,1,2,20050527,151,79,1,2
1669,1,0,0,20050616,491,79,1,1
4395,1,0,0,20050707,59,79,1,2
9664,3,0,0,20050731,517,79,1,2
13085,2,0,0,20050819,66,79,1,2
4426,8,1,1,20050707,109,80,1,1
9840,6,0,0,20050731,397,80,1,1
11344,4,0,0,20050802,348,80,1,1
11530,5,0,0,20050817,554,80,1,1
8424,8,1,1,20050729,94,80,1,2
14858,8,1,1,20050822,269,80,1,1
1,1,0,0,20050524,48,80,1,1
1577,8,1,1,20050616,508,80,1,2
3584,7,0,0,20050706,175,80,1,1
10507,3,0,0,20050801,77,80,1,2
13641,5,0,0,20050820,91,80,1,1
250,0,0,0,20050526,584,81,1,1
1307,4,0,0,20050615,512,81,1,2
4353,5,0,0,20050707,531,81,1,1
9910,5,0,0,20050731,391,81,1,1
13069,4,0,0,20050819,277,81,1,2
5142,4,0,0,20050709,164,81,1,2
10570,4,0,0,20050801,31,81,1,2
15549,9,1,3,20050823,232,81,1,1
7170,0,0,0,20050727,552,81,1,1
15685,7,1,1,20050823,150,81,1,1
3466,3,0,0,20050621,386,81,1,2
3512,6,0,0,20050706,570,81,1,2
10692,5,0,0,20050801,174,81,1,1
14461,9,1,3,20050821,504,81,1,1
701,5,1,2,20050529,564,82,1,1
2316,2,0,0,20050618,177,82,1,2
6708,8,1,5,20050712,529,82,1,1
9261,8,1,5,20050730,419,82,1,1
14804,4,1,1,20050822,395,82,1,1
102,6,1,3,20050525,337,82,1,1
2706,2,0,0,20050619,148,82,1,2
5064,8,1,5,20050709,537,82,1,2
7088,8,1,5,20050727,473,82,1,2
11556,1,0,0,20050817,379,82,1,1
1347,0,0,0,20050615,501,83,1,1
5467,6,1,1,20050709,349,83,1,2
8763,5,0,0,20050729,434,83,1,1
14007,8,1,3,20050820,365,83,1,2
577,4,0,0,20050528,565,83,1,2
2949,8,1,3,20050620,222,83,1,2
6672,0,0,0,20050712,267,83,1,2
8489,3,0,0,20050729,141,83,1,2
11612,2,0,0,20050817,550,83,1,1
2581,4,0,0,20050619,460,83,1,2
3686,3,0,0,20050706,411,83,1,2
7015,1,0,0,20050727,287,83,1,2
14443,8,1,3,20050821,444,83,1,2
793,8,1,1,20050529,6,84,1,2
1271,5,0,0,20050615,10,84,1,1
3962,8,1,1,20050706,37,84,1,2
11215,4,0,0,20050802,83,84,1,1
13785,0,0,0,20050820,582,84,1,1
42,5,0,0,20050525,591,84,1,2
2694,5,0,0,20050619,256,84,1,1
5239,1,0,0,20050709,542,84,1,1
8832,6,0,0,20050729,462,84,1,1
13293,3,0,0,20050819,384,84,1,2
8643,6,0,0,20050729,213,84,1,1
13473,2,0,0,20050820,503,84,1,2
3941,2,0,0,20050706,10,84,1,2
10798,6,0,0,20050801,274,84,1,1
14213,3,0,0,20050821,115,84,1,1
888,7,1,1,20050530,415,86,1,1
