payment_id,customer_id,staff_id,rental_id,amount,store_id,date_key
856,31,1,2396,7.99,1,20050618
858,31,1,2530,0.99,1,20050619
862,31,1,3205,0.99,1,20050621
863,31,1,3701,4.99,1,20050706
865,31,1,4122,6.99,1,20050707
867,31,1,6208,3.99,1,20050711
869,31,1,7000,1.99,1,20050727
875,31,1,12377,0.99,1,20050818
885,32,1,3500,2.99,1,20050706
886,32,1,4434,2.99,1,20050707
889,32,1,5307,9.99,1,20050709
890,32,1,5767,0.99,1,20050710
891,32,1,5954,2.99,1,20050710
892,32,1,6122,3.99,1,20050711
894,32,1,7084,6.99,1,20050727
895,32,1,7589,5.99,1,20050727
896,32,1,7793,2.99,1,20050728
900,32,1,11135,4.99,1,20050802
903,32,1,13736,8.99,1,20050820
904,32,1,13931,1.99,1,20050820
905,32,1,14075,0.99,1,20050820
907,33,1,165,2.99,1,20050526
908,33,1,1301,10.99,1,20050615
910,33,1,4095,5.99,1,20050707
911,33,1,5421,0.99,1,20050709
912,33,1,5723,4.99,1,20050710
914,33,1,7992,4.99,1,20050728
915,33,1,9040,4.99,1,20050730
917,33,1,9254,1.99,1,20050730
919,33,1,10870,4.99,1,20050802
920,33,1,13241,7.99,1,20050819
921,33,1,13858,2.99,1,20050820
922,33,1,13958,7.99,1,20050820
923,33,1,14002,0.99,1,20050820
924,33,1,14623,0.99,1,20050821
925,33,1,15096,5.99,1,20050822
927,33,1,12277,0.99,1,20060214
928,34,1,1900,4.99,1,20050617
930,34,1,3150,0.99,1,20050620
932,34,1,3911,2.99,1,20050706
933,34,1,5188,4.99,1,20050709
938,34,1,7532,0.99,1,20050727
939,34,1,9160,3.99,1,20050730
940,34,1,10523,0.99,1,20050801
941,34,1,10615,4.99,1,20050801
943,34,1,11505,2.99,1,20050816
946,34,1,12599,2.99,1,20050818
947,34,1,12651,0.99,1,20050818
948,34,1,13371,4.99,1,20050819
950,34,1,14686,5.99,1,20050821
953,35,1,424,6.99,1,20050527
954,35,1,1579,0.99,1,20050616
955,35,1,1989,2.99,1,20050617
956,35,1,2229,4.99,1,20050618
957,35,1,2231,0.99,1,20050618
958,35,1,2743,2.99,1,20050619
963,35,1,5013,2.99,1,20050709
965,35,1,5916,5.99,1,20050710
966,35,1,5963,0.99,1,20050710
967,35,1,6147,5.99,1,20050711
968,35,1,6401,4.99,1,20050711
969,35,1,6565,4.99,1,20050712
970,35,1,6572,4.99,1,20050712
971,35,1,7140,4.99,1,20050727
972,35,1,8822,6.99,1,20050729
973,35,1,8971,5.99,1,20050730
975,35,1,9579,6.99,1,20050731
976,35,1,11298,1.99,1,20050802
977,35,1,11452,7.99,1,20050802
978,35,1,11645,4.99,1,20050817
979,35,1,12055,4.99,1,20050817
980,35,1,13735,2.99,1,20050820
981,35,1,14110,0.99,1,20050821
984,36,1,349,0.99,1,20050527
985,36,1,716,0.99,1,20050529
990,36,1,5403,0.99,1,20050709
992,36,1,7205,6.99,1,20050727
993,36,1,7647,0.99,1,20050728
996,36,1,8391,2.99,1,20050729
997,36,1,8952,4.99,1,20050730
998,36,1,9369,2.99,1,20050730
1002,36,1,10963,0.99,1,20050802
1005,36,1,11813,4.99,1,20050817
1008,36,1,13674,4.99,1,20050820
1009,36,1,14647,9.99,1,20050821
1011,37,1,25,0.99,1,20050525
1012,37,1,923,2.99,1,20050530
1013,37,1,1583,4.99,1,20050616
1017,37,1,3734,5.99,1,20050706
1018,37,1,5425,5.99,1,20050709
1020,37,1,8419,9.99,1,20050729
1021,37,1,9567,5.99,1,20050731
1022,37,1,10538,2.99,1,20050801
1023,37,1,11176,3.99,1,20050802
1024,37,1,13046,7.99,1,20050819
1029,37,1,14084,0.99,1,20050820
1031,37,1,15028,3.99,1,20050822
1032,37,1,15904,0.99,1,20050823
1035,38,1,2550,1.99,1,20050619
1039,38,1,4202,5.99,1,20050707
1041,38,1,4300,4.99,1,20050707
1043,38,1,5273,2.99,1,20050709
1045,38,1,5822,2.99,1,20050710
1046,38,1,6864,5.99,1,20050712
1047,38,1,6961,0.99,1,20050727
1051,38,1,7795,0.99,1,20050728
1054,38,1,9284,0.99,1,20050730
1055,38,1,9621,4.99,1,20050731
1059,38,1,11344,2.99,1,20050802
1060,38,1,11817,4.99,1,20050817
1063,38,1,14554,4.99,1,20050821
1065,38,1,14787,6.99,1,20050822
1066,38,1,15668,2.99,1,20050823
1067,38,1,15738,5.99,1,20050823
1068,39,1,1625,5.99,1,20050616
1069,39,1,1905,4.99,1,20050617
1072,39,1,2631,4.99,1,20050619
1073,39,1,2876,4.99,1,20050620
1074,39,1,4419,5.99,1,20050707
1078,39,1,5451,4.99,1,20050709
1080,39,1,6045,2.99,1,20050711
1084,39,1,8805,2.99,1,20050729
1085,39,1,9431,1.99,1,20050730
1086,39,1,9656,4.99,1,20050731
1088,39,1,10126,0.99,1,20050731
1089,39,1,10251,4.99,1,20050801
1092,39,1,10639,9.99,1,20050801
1097,40,1,128,4.99,1,20050525
1100,40,1,2993,4.99,1,20050620
1101,40,1,3428,0.99,1,20050621
1104,40,1,5869,5.99,1,20050710
1105,40,1,6502,0.99,1,20050712
1109,40,1,9050,8.99,1,20050730
1112,40,1,9975,1.99,1,20050731
1113,40,1,10442,2.99,1,20050801
1118,40,1,13149,6.99,1,20050819
1119,40,1,13376,0.99,1,20050819
1120,40,1,13840,5.99,1,20050820
1121,40,1,13951,2.99,1,20050820
1122,40,1,14260,6.99,1,20050821
1123,40,1,15193,2.99,1,20050822
1124,41,1,2563,4.99,1,20050619
1128,41,1,4543,4.99,1,20050708
1129,41,1,4575,2.99,1,20050708
1130,41,1,6976,4.99,1,20050727
1132,41,1,7517,1.99,1,20050727
1134,41,1,8098,0.99,1,20050728
1135,41,1,8134,6.99,1,20050728
1137,41,1,8712,2.99,1,20050729
1139,41,1,10064,2.99,1,20050731
1140,41,1,10170,7.99,1,20050731
1142,41,1,10853,5.99,1,20050802
1148,41,1,15875,2.99,1,20060214
1149,42,1,635,5.99,1,20050528
1152,42,1,2170,3.99,1,20050617
1153,42,1,2302,4.99,1,20050618
1158,42,1,6179,2.99,1,20050711
1159,42,1,6799,2.99,1,20050712
1160,42,1,6925,0.99,1,20050726
1161,42,1,7405,3.99,1,20050727
1162,42,1,8049,0.99,1,20050728
1163,42,1,8095,6.99,1,20050728
1164,42,1,8166,2.99,1,20050728
1165,42,1,8499,3.99,1,20050729
1172,42,1,10935,5.99,1,20050802
1173,42,1,12478,4.99,1,20050818
1175,42,1,14461,7.99,1,20050821
1176,42,1,15442,2.99,1,20050823
1177,42,1,13351,5.98,1,20060214
1178,42,1,15407,0.00,1,20060214
1180,43,1,652,4.99,1,20050528
1183,43,1,4498,2.99,1,20050708
1184,43,1,5162,4.99,1,20050709
1185,43,1,5401,4.99,1,20050709
1186,43,1,5831,2.99,1,20050710
1188,43,1,6474,3.99,1,20050712
1190,43,1,7348,4.99,1,20050727
1193,43,1,9204,4.99,1,20050730
1194,43,1,11753,4.99,1,20050817
1195,43,1,14244,2.99,1,20050821
1196,43,1,14649,4.99,1,20050821
1202,43,1,15745,0.00,1,20060214
1203,44,1,29,0.99,1,20050525
1204,44,1,99,4.99,1,20050525
1205,44,1,407,2.99,1,20050527
1207,44,1,904,2.99,1,20050530
1208,44,1,1497,3.99,1,20050615
1209,44,1,2369,2.99,1,20050618
1210,44,1,2809,3.99,1,20050619
1214,44,1,5551,3.99,1,20050710
1215,44,1,5787,8.99,1,20050710
1218,44,1,7514,0.99,1,20050727
1221,44,1,8866,4.99,1,20050729
1222,44,1,11364,2.99,1,20050802
1224,44,1,12504,4.99,1,20050818
1225,44,1,12790,6.99,1,20050819
1230,45,1,1806,4.99,1,20050616
1233,45,1,3391,3.99,1,20050621
1235,45,1,4843,0.99,1,20050708
1236,45,1,5181,6.99,1,20050709
1237,45,1,5405,7.99,1,20050709
1238,45,1,5637,0.99,1,20050710
1241,45,1,6966,9.99,1,20050727
1242,45,1,7436,2.99,1,20050727
1243,45,1,7961,3.99,1,20050728
1244,45,1,10507,2.99,1,20050801
1246,45,1,11004,8.99,1,20050802
1247,45,1,11029,4.99,1,20050802
1250,45,1,11725,2.99,1,20050817
1251,45,1,13340,3.99,1,20050819
1253,45,1,14576,6.99,1,20050821
1254,45,1,15812,10.99,1,20050823
1258,46,1,938,2.99,1,20050530
1259,46,1,1166,4.99,1,20050614
1262,46,1,2203,2.99,1,20050618
1267,46,1,3916,4.99,1,20050706
1269,46,1,7336,0.99,1,20050727
1273,46,1,10088,2.99,1,20050731
1275,46,1,10803,4.99,1,20050801
1276,46,1,10827,5.99,1,20050801
1277,46,1,11721,0.99,1,20050817
1281,46,1,12298,2.99,1,20050818
1283,46,1,13226,0.99,1,20050819
1286,46,1,14940,4.99,1,20050822
1287,46,1,15438,2.99,1,20050823
1288,46,1,15708,0.99,1,20050823
1289,46,1,15758,5.99,1,20050823
1292,47,1,300,6.99,1,20050526
1293,47,1,1882,4.99,1,20050617
1294,47,1,2307,6.99,1,20050618
1296,47,1,3631,4.99,1,20050706
1298,47,1,5174,0.99,1,20050709
1301,47,1,6337,3.99,1,20050711
1304,47,1,8863,3.99,1,20050729
1306,47,1,11126,0.99,1,20050802
1308,47,1,12215,7.99,1,20050818
1310,47,1,14397,0.99,1,20050821
1313,48,1,297,2.99,1,20050526
1314,48,1,390,4.99,1,20050527
1318,48,1,4367,2.99,1,20050707
1321,48,1,7920,2.99,1,20050728
1322,48,1,8716,6.99,1,20050729
1323,48,1,9402,7.99,1,20050730
1328,48,1,15228,3.99,1,20050822
1330,49,1,239,3.99,1,20050526
1333,49,1,1164,0.99,1,20050614
1340,49,1,5491,2.99,1,20050710
1341,49,1,6214,4.99,1,20050711
1342,49,1,6279,6.99,1,20050711
1343,49,1,6521,7.99,1,20050712
1349,49,1,9851,4.99,1,20050731
1350,49,1,10144,4.99,1,20050731
1351,49,1,10266,0.99,1,20050801
1352,49,1,10588,2.99,1,20050801
1353,49,1,10814,2.99,1,20050801
1355,49,1,14627,6.99,1,20050821
1356,49,1,14676,2.99,1,20050821
1357,50,1,763,4.99,1,20050529
1358,50,1,794,4.99,1,20050529
1359,50,1,905,4.99,1,20050530
1360,50,1,1029,4.99,1,20050531
1362,50,1,1223,2.99,1,20050615
1363,50,1,1785,4.99,1,20050616
1370,50,1,5928,6.99,1,20050710
1372,50,1,6667,8.99,1,20050712
1373,50,1,7383,4.99,1,20050727
1374,50,1,8089,0.99,1,20050728
1375,50,1,8261,0.99,1,20050729
1376,50,1,8619,5.99,1,20050729
1378,50,1,9615,4.99,1,20050731
1386,50,1,12766,6.99,1,20050818
1388,50,1,14054,4.99,1,20050820
1391,50,1,16015,4.99,1,20050823
1393,51,1,661,4.99,1,20050528
1396,51,1,1477,0.99,1,20050615
1397,51,1,3525,9.99,1,20050706
1398,51,1,5230,2.99,1,20050709
1400,51,1,5473,7.99,1,20050709
1401,51,1,5606,4.99,1,20050710
